date locale	heure locale	t	hr	psta	rf1e
date loc	heure	C	0-100	hPa	kJ/m2/h
20/01/2015	06	0	0	0	0.00
20/01/2015	07	0	0	0	0.15
20/01/2015	08	0	0	0	5.20
20/01/2015	09	0	0	0	14.90
20/01/2015	10	0	0	0	28.65
20/01/2015	11	0	0	0	33.09
20/01/2015	12	0	0	0	37.47
20/01/2015	13	0	0	0	22.10
20/01/2015	14	0	0	0	9.64
20/01/2015	15	0	0	0	0.92
20/01/2015	16	0	0	0	0.29
20/01/2015	17	0	0	0	0.00
20/01/2015	18	0	0	0	0.00
20/01/2015	19	0	0	0	0.00
20/01/2015	20	0	0	0	0.00
20/01/2015	21	0	0	0	0.00
20/01/2015	22	0	0	0	0.00
20/01/2015	23	0	0	0	0.00
21/01/2015	00	0	0	0	0.00
21/01/2015	01	0	0	0	0.00
21/01/2015	02	0	0	0	0.00
21/01/2015	03	0	0	0	0.00
21/01/2015	04	0	0	0	0.00
21/01/2015	05	0	0	0	0.00
21/01/2015	06	0	0	0	0.00
21/01/2015	07	0	0	0	0.02
21/01/2015	08	0	0	0	2.32
21/01/2015	09	0	0	0	13.36
21/01/2015	10	0	0	0	21.13
21/01/2015	11	0	0	0	39.47
21/01/2015	12	0	0	0	38.50
21/01/2015	13	0	0	0	22.69
21/01/2015	14	0	0	0	9.59
21/01/2015	15	0	0	0	1.61
21/01/2015	16	0	0	0	0.46
21/01/2015	17	0	0	0	0.00
21/01/2015	18	0	0	0	0.00
21/01/2015	19	0	0	0	0.00
21/01/2015	20	0	0	0	0.00
21/01/2015	21	0	0	0	0.00
21/01/2015	22	0	0	0	0.00
21/01/2015	23	0	0	0	0.00
22/01/2015	00	0	0	0	0.00
22/01/2015	01	0	0	0	0.00
22/01/2015	02	0	0	0	0.00
22/01/2015	03	0	0	0	0.00
22/01/2015	04	0	0	0	0.00
22/01/2015	05	0	0	0	0.00
22/01/2015	06	0	0	0	0.00
22/01/2015	07	0	0	0	0.33
22/01/2015	08	0	0	0	8.18
22/01/2015	09	0	0	0	26.85
22/01/2015	10	0	0	0	46.09
22/01/2015	11	0	0	0	47.31
22/01/2015	12	0	0	0	46.52
22/01/2015	13	0	0	0	31.79
22/01/2015	14	0	0	0	21.07
22/01/2015	15	0	0	0	5.70
22/01/2015	16	0	0	0	0.04
22/01/2015	17	0	0	0	0.00
22/01/2015	18	0	0	0	0.00
22/01/2015	19	0	0	0	0.00
22/01/2015	20	0	0	0	0.00
22/01/2015	21	0	0	0	0.00
22/01/2015	22	0	0	0	0.00
22/01/2015	23	0	0	0	0.00
23/01/2015	00	0	0	0	0.00
23/01/2015	01	0	0	0	0.00
23/01/2015	02	0	0	0	0.00
23/01/2015	03	0	0	0	0.00
23/01/2015	04	0	0	0	0.00
23/01/2015	05	0	0	0	0.00
23/01/2015	06	0	0	0	0.00
23/01/2015	07	0	0	0	0.31
23/01/2015	08	0	0	0	8.47
23/01/2015	09	0	0	0	31.74
23/01/2015	10	0	0	0	47.62
23/01/2015	11	0	0	0	65.33
23/01/2015	12	0	0	0	61.63
23/01/2015	13	0	0	0	44.56
23/01/2015	14	0	0	0	26.46
23/01/2015	15	0	0	0	4.78
23/01/2015	16	0	0	0	0.11
23/01/2015	17	0	0	0	0.00
23/01/2015	18	0	0	0	0.00
23/01/2015	19	0	0	0	0.00
23/01/2015	20	0	0	0	0.00
23/01/2015	21	0	0	0	0.00
23/01/2015	22	0	0	0	0.00
23/01/2015	23	0	0	0	0.00
24/01/2015	00	0	0	0	0.00
24/01/2015	01	0	0	0	0.00
24/01/2015	02	0	0	0	0.00
24/01/2015	03	0	0	0	0.00
24/01/2015	04	0	0	0	0.00
24/01/2015	05	0	0	0	0.00
24/01/2015	06	0	0	0	0.00
24/01/2015	07	0	0	0	0.65
24/01/2015	08	0	0	0	2.53
24/01/2015	09	0	0	0	22.09
24/01/2015	10	0	0	0	47.97
24/01/2015	11	0	0	0	54.76
24/01/2015	12	0	0	0	49.50
24/01/2015	13	0	0	0	42.09
24/01/2015	14	0	0	0	36.14
24/01/2015	15	0	0	0	8.42
24/01/2015	16	0	0	0	0.04
24/01/2015	17	0	0	0	0.00
24/01/2015	18	0	0	0	0.00
24/01/2015	19	0	0	0	0.00
24/01/2015	20	0	0	0	0.00
24/01/2015	21	0	0	0	0.00
24/01/2015	22	0	0	0	0.00
24/01/2015	23	0	0	0	0.00
25/01/2015	00	0	0	0	0.00
25/01/2015	01	0	0	0	0.00
25/01/2015	02	0	0	0	0.00
25/01/2015	03	0	0	0	0.00
25/01/2015	04	0	0	0	0.00
25/01/2015	05	0	0	0	0.00
25/01/2015	06	0	0	0	0.00
25/01/2015	07	0	0	0	0.06
25/01/2015	08	0	0	0	4.34
25/01/2015	09	0	0	0	8.70
25/01/2015	10	0	0	0	26.53
25/01/2015	11	0	0	0	45.51
25/01/2015	12	0	0	0	48.47
25/01/2015	13	0	0	0	33.10
25/01/2015	14	0	0	0	15.71
25/01/2015	15	0	0	0	4.09
25/01/2015	16	0	0	0	0.08
25/01/2015	17	0	0	0	0.00
25/01/2015	18	0	0	0	0.00
25/01/2015	19	0	0	0	0.00
25/01/2015	20	0	0	0	0.00
25/01/2015	21	0	0	0	0.00
25/01/2015	22	0	0	0	0.00
25/01/2015	23	0	0	0	0.00
26/01/2015	00	0	0	0	0.00
26/01/2015	01	0	0	0	0.00
26/01/2015	02	0	0	0	0.00
26/01/2015	03	0	0	0	0.00
26/01/2015	04	0	0	0	0.00
26/01/2015	05	0	0	0	0.00
26/01/2015	06	0	0	0	0.00
26/01/2015	07	0	0	0	1.23
26/01/2015	08	0	0	0	18.03
26/01/2015	09	0	0	0	52.71
26/01/2015	10	0	0	0	61.59
26/01/2015	11	0	0	0	68.07
26/01/2015	12	0	0	0	71.09
26/01/2015	13	0	0	0	44.78
26/01/2015	14	0	0	0	25.97
26/01/2015	15	0	0	0	6.54
26/01/2015	16	0	0	0	0.18
26/01/2015	17	0	0	0	0.00
26/01/2015	18	0	0	0	0.00
26/01/2015	19	0	0	0	0.00
26/01/2015	20	0	0	0	0.00
26/01/2015	21	0	0	0	0.00
26/01/2015	22	0	0	0	0.00
26/01/2015	23	0	0	0	0.00
